,14oz Ribeye,8oz Filet Mignon,Acai Berry Bowl,Almond Croissant,Apple Pie,Avocado Toast,Bacon Double Burger,Beef Lasagna,Beef Tacos (3pc),Black Tea,Blueberry Muffin,Breakfast Sandwich (Egg & Cheese),Bruschetta,Buffalo Wings (10pc),Butter Croissant,California Roll,Cannoli,Cappuccino,Caprese Salad,Caramel Flan,Caramel Macchiato,Chardonnay (Glass),Cheese Quesadilla,Chicken Burrito,Chicken Enchiladas,Chicken Tenders (4pc),Chicken Teriyaki Bento,Chocolate Brownie,Chocolate Chip Cookie,Churros with Chocolate,Classic Cheeseburger,Classic Margarita,Coca-Cola,Coconut Water,Cold Brew Coffee,Cold Pressed Green Juice,Corona Extra,Creamed Spinach,Crispy Chicken Sandwich,Crème Brûlée,Diet Coke,Dr Pepper,Dragon Roll,Edamame,Espresso,Everything Bagel with Cream Cheese,Fettuccine Alfredo,French Fries,Fried Calamari,Fruit Smoothie,Garlic Bread,Garlic Mashed Potatoes,Green Tea,Green Tea Mochi Ice Cream,Grilled Asparagus,Grilled Atlantic Salmon,Grilled Tofu Wrap,Guacamole,Herb-Crusted Rack of Lamb,Horchata,Hot Dog with Mustard,Hot Sake (Small),Hummus & Pita,Iced Latte,Iced Tea,Jumbo Shrimp Cocktail,Kale & Sweet Potato Salad,Kombucha (Ginger),Lemon Gelato,Loaded Nachos,Lobster Ravioli,Mac & Cheese,Margherita Pizza,Matcha Green Tea Latte,Meatball Calzone,Mexican Coke (Glass Bottle),Miso Soup,Modelo Especial,New York Cheesecake,Oatmeal with Berries,Old Fashioned Cocktail,Onion Rings,Orange Juice,Oysters on the Half Shell (6pc),Pepperoni Pizza,Peroni Beer,Philly Cheesesteak,Pork Carnitas Bowl,Pork Gyoza (6pc),Pork Ramen,Potato Gnocchi with Pesto,Premium Cabernet Sauvignon (Glass),Prosciutto & Arugula Pizza,Prosecco,Queso Dip,Quinoa Power Bowl,Red Wine (Cabernet),Red Wine (Chianti),Rice & Beans,Roasted Chickpeas,Salmon Nigiri (2pc),Sapporo Draft,Seaweed Salad,Side Salad with Vinaigrette,Spaghetti Carbonara,Spicy BBQ Bacon Burger,Spicy Jalapeno Margarita,Spicy Salsa,Spicy Tuna Roll,Sprite,Steak Fajitas,Sweet Potato Fries,Tiramisu,Tortilla Chips,Truffle Mac & Cheese,Truffle Mushroom Pizza,Tuna Sashimi (5pc),Vanilla Milkshake,Vegan Buddha Bowl,Vegan Peanut Butter Protein Ball,Vegetable Udon,White Wine (Pinot Grigio)
Lemon Gelato,0.012421885529393299,-0.23941728056454242,-0.26741716020907585,-0.11306017019908507,0.6505853819546132,-0.23110127045133522,-0.31734717777648436,-0.1166061394300731,-0.3684902480519328,-0.11564389004699341,-0.03004984094383375,-0.13707620898854767,0.9250368982697753,0.1623565347602809,-0.17912549288049912,-0.3066082016938265,0.9015454024902537,-0.17089024798531535,0.9065089841586698,0.6939323356400361,-0.11937203468404119,-0.06744610667453793,-0.35240114750683355,-0.23183582838742792,-0.3606353143113876,-0.35787134806641546,-0.0370507062782365,0.6382277875252615,-0.020439400803550764,0.3346018828660404,-0.29963281405383574,0.19960524696627133,0.1934597865894585,-0.1447039325611332,-0.25409226602975,-0.18535134797239636,0.5049302629438096,0.19595706353344947,-0.3039620749541921,0.39519441516829723,0.31308746031829876,0.3798577775288701,-0.31913483776303087,0.0732908556234992,0.14571910492948334,-0.032414148103617306,-0.07767047218168978,0.15810873955816013,0.9560114769145478,-0.08311423202500012,0.44641715049291913,0.05249639096956639,0.0048418059740606536,0.6355470284839835,-0.03436388544061054,-0.15975645538153257,0.06846278715456645,0.27325965611607683,-0.27248823525052374,0.3654699789810872,-0.2946345390165983,0.05452335219149989,0.3422803166611865,-0.26260372905366325,0.31725834481289106,-0.16557630999020642,0.07144138282860943,-0.15297117960353845,1.0000000000000002,0.31188274537238103,-0.10881959755932978,0.29331730841315473,0.34631180250035615,0.04381128123458402,-0.2097516822918201,0.40837238545072163,0.4921814442786396,0.5031439885448296,0.4580368849311568,-0.3967731811417477,-0.009842868910826112,0.51932928056463,-0.20695991386700338,0.02346824388171762,-0.10937617831200797,0.5343108052258614,-0.1839480800017875,-0.39809067909214285,-0.04321847680446672,0.1016421141702971,0.1293730831943759,-0.21295801977535242,-0.15221733305521756,0.5886204146407698,0.3361254493328394,-0.30949976623437536,0.565793583122937,0.5393492577496108,0.4423894981381641,-0.14264740239598722,-0.30065938841981005,-0.04031783347481224,0.1675650008184276,0.05400872827547826,0.015413138896612225,-0.49465827518979316,0.07621067504469702,0.5450847415879353,-0.43657598231682404,0.5018038516656017,-0.575769545470632,0.5548014809244514,0.8347839487469398,0.10747317567627054,0.36572302861732103,-0.026095305996023624,-0.32548847537489206,0.611922269423776,-0.254900065795369,0.5638557439988133,-0.21179196862328312,0.5574907916918355
Loaded Nachos,-0.18459428404743794,-0.24616805551801213,-0.1124033469381299,0.263628851744514,0.46684774799070816,-0.49615465506260803,0.3569278589077424,-0.2831929422271414,-0.304665052282822,0.10715974374101475,-0.14395869717685375,-0.5610452416825142,0.04606094226718003,0.7607307478724978,0.18183479796602336,-0.42817357370826536,0.3056018683471653,0.2672008869052369,0.12244165873268067,0.31932134021555963,0.29821983116564366,-0.01474656349039687,-0.2773158941663926,-0.3395102770010118,-0.2676809468031496,0.3933252911165466,-0.11651459952684934,0.8620200290338101,0.016196397841071936,0.48192544658175296,0.6106343437624795,-0.05597231279903697,0.7059482076246425,0.15444291925186615,-0.0805670849048353,0.10140931880217263,0.1690511022786996,0.08143917050273752,0.440756233056124,0.28381051952125164,0.5001249748902941,0.8589809588564556,-0.24713947747116333,0.09521450875364684,0.019483914755478088,-0.10080033219325431,-0.30735443147622893,0.3189083958752392,0.3107604399960169,0.25096698321684463,-0.2786884251049371,-0.013054909674199755,0.2682196669341169,0.2755154175849834,-0.18277901587060882,-0.3350654592898079,-0.11221369109561977,0.1047259846262788,-0.08149994649772081,0.16997267038198627,-0.2932733194090615,0.005975811390668492,0.08219453130331593,-0.036665266915398426,0.7077923390799088,0.2436340966943891,-0.13133092871806962,0.053150098527660665,0.31188274537238103,1.0,-0.09196829224816161,0.7474563922540096,-0.39756146468698617,0.3769335214873989,-0.17654046681621993,0.1289216795614283,0.03174732053647434,0.32222111756394245,0.3456733841314185,-0.3899659726634315,0.017225197311733362,0.8628245888512569,0.11213645480508883,0.1711167447290375,-0.11154749928877203,-0.2770252541788448,0.5279395476461666,-0.3459930559925385,0.1219046182529432,-0.17290434356487272,-0.1462981265899534,0.14589351110422671,-0.09230059532640292,-0.279978759515036,0.16467292515771637,-0.1085986055271849,-0.19594694346097447,-0.29185361899842344,0.046105440532087344,0.17393762152252926,-0.3770222178508629,0.19992687397975553,0.3826956385412652,0.24962454132526324,-0.16539126102720814,0.39442600421914115,-0.11836158470853912,0.09493768004489458,-0.35248565091220924,0.447992648791513,-0.23819210831265625,0.9058083136014647,0.0824267034303745,-0.10235845525010419,0.2679183887811771,-0.20651463475156728,-0.06063734398702811,0.8715859763478767,0.1250523368951656,0.25632940635762125,-0.2189374697145947,-0.23139530464130748
Lobster Ravioli,-0.15384288137463675,-0.051420812624961794,-0.019236062182213687,0.10896142460850605,-0.36458970361677895,-0.2888503795438472,0.007505496488193611,0.9478873399759207,-0.05331532207773912,0.022956367971074754,-0.04246453072901998,-0.32350349245019716,-0.026010475384968455,-0.1369058957520799,0.11526953768803139,-0.13915661120208464,-0.06240195844050364,0.11359340688676225,-0.023497739445123074,-0.37027841260253436,0.0534492054993323,-0.16627040833862725,-0.026968437510251637,-0.1167696425669329,-0.019871455033781033,-0.0053576641608062275,0.007841015356306826,-0.23402271065062252,-0.01156931756775853,-0.18753220885075525,0.015096510534743007,-0.2408694124833377,-0.29611821298075613,-0.003837730178008497,0.02489334275700343,-0.017948525205129743,-0.3776671862544681,-0.25240971712045696,-0.026060821724610612,-0.27065393632538665,-0.38187573580403955,-0.29118456688396416,-0.01912950024496169,-0.13060619945436047,-0.09171479752087658,-0.0466194551774782,0.9055582040511425,-0.354216197522056,0.16271143783399133,-0.049132848581613146,0.015727908768347284,-0.20630603671055264,-0.06565257479975012,-0.30248369845149914,-0.2182551666567361,-0.1250836737748141,-0.16105277749653196,-0.36020732777276454,0.03919287257550025,-0.3808795944108921,-0.0836742353024958,-0.1943244780393359,-0.24202993606476553,0.011927387229915445,-0.33678805564267394,0.12293041114899922,-0.1719418869484492,-0.03898224959299017,-0.10881959755932978,-0.09196829224816161,1.0000000000000002,-0.34225846579487246,0.22098640253004487,-0.006823538233369425,0.9860522956391501,-0.390628081928096,-0.3699579537638813,-0.380369800021847,-0.28369157448555327,-0.0006361375188045221,-0.1853351777511951,-0.31528899989307496,0.045077497706568576,-0.02484401336508136,0.9784850269240686,-0.09387719597524438,-0.10810090295206115,-0.03642545827866214,-0.03968303251045882,-0.18466232839025426,0.7726872800277419,0.10270163450998789,0.9872607207967196,0.2281402682306159,-0.3645209009828842,0.007836698090654822,0.4209106540440037,0.32948400778586084,-0.3570634232201795,-0.006962955025096765,-0.15109499015266778,-0.02184510772126321,-0.13970474451447937,-0.09666237029348575,0.9636420086071683,0.09423634202993297,-0.17011865115691566,-0.41610597910968883,-0.011752202800034556,-0.32574267658022965,0.2440580790713603,-0.2802080192243852,0.02958608880337859,-0.35962482845614197,-0.2664691848764198,0.8445503031118381,0.06112544149734955,-0.21771870601668653,0.049513992530572634,-0.262129735055052,-0.032502920334325426,0.2676948821220979
Mac & Cheese,-0.21802352003500589,-0.31879778731460223,-0.25456305992229467,0.028229453423352535,0.5566011715805066,-0.32135995969045966,0.42816000927798076,-0.4050268969577091,-0.2064987741069818,-0.028764290932410952,-0.10499290556151672,-0.33007463172499735,0.18130697324026046,0.7798134326965416,-0.03861797368446562,-0.264266543534418,0.29175963738176475,0.009209197036048555,0.1957917865134918,0.2497338992307581,0.03536015279421978,-0.11974304556322295,-0.21068436116730382,-0.20425149136734094,-0.2194157217510391,0.558003826200616,-0.2061536695267875,0.6028917553259977,-0.04360673759910294,0.23096811097416267,0.75867266570987,-0.01740571083816924,0.9776047279130289,-0.11111011362110843,-0.1426441862561178,-0.13113335771643458,0.2099348475257906,-0.03915920026045895,0.6353015552966417,0.05034597667151476,0.8695591470227789,0.9688431846579777,-0.24619767172407736,0.012458856519762085,-0.005253535473793758,-0.08486777709185037,-0.4143928009638515,0.8063748324712742,0.18719353749985937,-0.027571897845403426,0.05593704613124441,-0.08266028248844684,0.07813646811378265,0.19615245452382943,-0.18935407459726286,-0.29111909979873324,-0.15481692073263761,0.14068617187113597,-0.2845509901830005,0.13566702963576938,0.20299183309575913,-0.039109540732456365,0.0006475957116950787,-0.13227262528805772,0.9537562907161987,-0.11458370972584651,-0.16451514032175585,-0.17093551001724933,0.29331730841315473,0.7474563922540096,-0.34225846579487246,1.0,-0.09584324483321646,0.040126349344547785,-0.3953373359829314,0.1580113794956731,0.10775083418895598,0.21720229403918204,0.11251227898608585,-0.2535035574743831,-0.10466547394681126,0.9063812081813629,-0.03262223396867897,-0.14579540931727486,-0.3494377358351014,0.08938485241442241,0.6175993874483446,-0.25643920846786344,-0.04991595857916863,-0.12217841433572284,-0.29712250367457166,-0.17604326506960705,-0.3565228276272772,0.004489437414031031,0.17403562646228707,-0.2750779436959844,-0.05949844227713773,-0.03858398403627456,0.11910358976452284,-0.1198549735422179,-0.236350704509219,0.008509762153140255,0.11355958563098797,-0.033624616298014366,-0.3660276632822299,0.5351505781428133,-0.08049690873861823,0.1787921325029042,-0.30414255915260513,0.6914024656466424,-0.35580394159367007,0.8797140053956323,0.2144579827974556,0.033922386091304844,0.06339644596737772,-0.3599688162358638,-0.18288039643268508,0.6787897551742406,-0.16457946727658732,0.13877766219551338,-0.23241584809875307,0.0123530248847439
Margherita Pizza,-0.27334094518317753,-0.1298936994273343,-0.036248038174934646,-0.29939434548429894,-0.28638309847930027,0.3166853709584065,0.022912862106730658,0.2809899840516519,0.04835617606795437,-0.31424087694261155,-0.3652489673478311,0.18898180452989957,0.5273596076604792,-0.2913394170725386,-0.2507545668222871,0.017719834717714825,0.5357176962164583,-0.11207330796339893,0.29297519828516694,-0.2360597904968202,-0.17568106054690674,0.010433321103252262,-0.04163871900843122,0.01387597043791075,-0.04182946318452254,-0.0797465854438084,-0.45043749206585226,-0.32705279266852644,-0.37651002111295595,-0.09995624916709155,-0.23165577872360746,-0.3279267030198299,-0.07043534663202855,-0.08341128356395229,-0.1772271533943286,-0.07820422728857922,-0.015372328948649911,-0.007290137654636564,-0.12292786503626213,-0.17105562775755925,-0.1552137046014109,-0.13874199327422826,-0.06986117265847043,0.006562611061175099,-0.4105648343377109,-0.4203334895292833,0.2426920076331373,-0.06542333145193346,0.4273295064657897,-0.1709639789369569,0.9644516580066527,0.1171047484060262,-0.01673192437951246,-0.32443747644141985,0.010762099084028818,-0.14274741087838164,-0.20653183193045738,0.009517225599479337,-0.15221303230226335,-0.08679611554221076,0.08730636011558535,-0.13897596537762147,-0.2753136488463537,-0.1765339805983614,-0.18039496795820936,-0.1232937354244282,-0.1968841209991599,-0.10564586250504605,0.34631180250035615,-0.39756146468698617,0.22098640253004487,-0.09584324483321646,0.9999999999999999,-0.19527734517870485,0.18541682686843022,-0.09348411803767781,-0.1885001006304648,-0.2478888270717833,-0.18675042301432873,0.006407272032843733,0.0025920214025260146,-0.2541455675804325,-0.1822515182645067,-0.2841432137037066,0.13705225846983057,0.931422350432025,-0.15067511367764236,-0.037630344003173305,-0.08530873117272926,-0.24569877528024997,0.06104437455075358,-0.1768664487354865,0.11328286141915611,0.9491225351611707,-0.015963251172217315,-0.0230718628403988,0.913519644589505,0.9493310945938138,-0.20444209388113907,-0.05572222216660664,0.015921654443671572,-0.023204932518144206,-0.131782323959875,-0.19659344962536893,0.32659691478210096,-0.1589550492212263,-0.21497411566756092,-0.16016657657178662,-0.10608906547205328,-0.23527185757729052,-0.30554109519171946,-0.2030770962052514,0.7636432520413612,0.1411702457794039,-0.13875112987632268,0.061912700040413174,-0.11689643833333829,-0.3166786674407329,-0.03630481700078806,-0.3237515207297718,-0.253646036182124,0.9607473039863926
Matcha Green Tea Latte,-0.4017245656253787,-0.1923696866302418,-0.10382406896280247,0.9198269618663026,-0.19112608383959961,-0.029594337787819835,-0.12443610306688202,-0.2498899493202913,-0.12181992532624436,0.8112079975341302,0.2635210233424575,-0.16224775164236088,-0.2240633039744257,-0.09917713262695857,0.9183354220807467,-0.31647884631832596,0.24355298780032011,0.9510061434395178,-0.2398094858085551,-0.06742506320118716,0.9744584593600517,0.14280593920678009,-0.190507481138385,-0.310462540583379,-0.11960171302758282,-0.192531996427326,-0.4000530585955895,0.413535553981941,0.5775312098925982,0.5023067007345162,-0.02991950741224908,-0.3637269704731374,-0.004292536757211862,0.21622599855567626,0.7591562521912492,0.17266082165249588,-0.01623970443420021,0.12206403678530398,-0.204724592011564,0.2058263330904632,-0.2639044852322133,0.15363897602705484,-0.1195062782806055,0.20241140574649058,0.31125408790611897,0.2672404205846447,-0.3225840608711528,-0.36651595430458045,0.11034843003367692,0.9611063474655293,-0.09287647121369466,0.1665189877300252,0.469315633824793,-0.17119443561815964,-0.10652786067636286,-0.41217670008387886,-0.41571037983007536,0.047993873980686746,0.05446107304902097,0.03969260975167731,-0.26979230894385603,-0.0044800504016121595,-0.3371052651640422,0.7776945358703646,0.06667276618156986,0.48302739437489034,-0.426292985587352,0.07517806104686196,0.04381128123458402,0.3769335214873989,-0.006823538233369425,0.040126349344547785,-0.19527734517870485,0.9999999999999998,-0.08152449423572997,-0.048906468117148216,-0.3302533766457195,0.054666331617747824,0.20087358417709014,0.509601492572547,0.14250741150387528,0.16140387717369306,0.8817552872406117,0.1730767293536126,-0.11282169681464943,-0.1584928580881345,-0.15908472800610923,-0.23516238589774247,0.24780241463788785,-0.4379368915187952,-0.35974180985899246,0.28400233147269305,-0.050826669156860106,-0.2115139322673245,0.09554378746366116,-0.03690434675849463,-0.0838170971636979,-0.1832117733653892,-0.2995087753433701,0.2938789235118772,-0.26327542474478605,0.39440743085231833,0.48209232031736554,0.1473210952579009,-0.14382217928648583,-0.14651611481145013,-0.3079253372762691,-0.24761847013285102,-0.23464118184431138,-0.296250817891805,-0.17322521755601655,0.2339471477466237,0.07344379152486413,-0.02136098144376916,0.1924677519450551,-0.3302008175717668,0.14828018169806678,0.401425730297461,0.2646738222072041,-0.20706824240360502,-0.31014850360563495,-0.15196893620501412
Meatball Calzone,-0.043126823420053494,0.055817650692281846,0.0041970691997928414,0.05753993244380427,-0.3897586536679826,-0.2140846367356125,0.03250260071176225,0.9677673570798359,-0.06915622729870849,0.0007405622530969602,0.00037845611614699404,-0.23223952376108667,-0.09444523988688415,-0.14981572846489088,0.07557441435320783,-0.09595199904875791,-0.19140615728759558,0.05146308934562082,-0.08625218922602447,-0.4429344403296274,-0.008573190805447717,-0.12273163792325091,-0.038378530299235304,-0.12171882047506202,-0.03701862971953777,0.03264167288186356,0.057039801345501635,-0.3367100172158901,-0.005936878706657836,-0.3204655404913019,0.023576249725542592,-0.2513745875941223,-0.33948309577294206,-0.03268559192647481,0.026971077267956875,-0.036188051883932634,-0.4706144582556581,-0.22766639070371528,0.010425816381100385,-0.27588804608050715,-0.3920049444336619,-0.3663588593262872,-0.001163592112127276,-0.19430686732021007,-0.07941381427601035,-0.007366915363709148,0.9382879032162417,-0.33398904138790525,0.05309950432515079,-0.09394599443346632,-0.04198786705934958,-0.17943894431153334,-0.1460262202670814,-0.3321197117403739,-0.13848105176902223,0.0018609982488308648,-0.11770717246910885,-0.45149924869811214,0.11482605088946783,-0.47346920100272716,-0.027340693855933955,-0.22245409195997265,-0.22425723469539457,0.011413715737639038,-0.37799740037654594,0.11359582028575216,-0.1263971893811372,-0.047428359436113315,-0.2097516822918201,-0.17654046681621993,0.9860522956391501,-0.3953373359829314,0.18541682686843022,-0.08152449423572997,1.0,-0.4677407917203732,-0.3777615283351146,-0.47157024268507436,-0.2931197090395393,0.04075842145103781,-0.14657120091395381,-0.38656165206300014,0.01787156776987485,0.011760035081915423,0.9847484994939345,-0.15060118093156444,-0.0846999538395054,-0.03471093316308015,-0.09267166132972784,-0.14915876919638504,0.7976720778817521,0.13530966154178592,0.9925590410987205,0.1721309473878058,-0.4658238434578289,0.02652020261246059,0.3439137962854501,0.27231656126059894,-0.3953721226479371,-0.04185287734815531,-0.11638328843274624,-0.09356025887360377,-0.23038174344531184,-0.12791347693911947,0.9654630716944399,0.13670904207759524,-0.1955705472862511,-0.46372675068242886,0.03155035808438943,-0.33901536902306734,0.27005455887848845,-0.36230346728900686,-0.07536005626939518,-0.42768643422952973,-0.26539415669792976,0.8781818414287343,0.04798081901618458,-0.31914433872566167,0.026319458392808786,-0.2787740988404193,0.005886818306991384,0.20291134223828539
Mexican Coke (Glass Bottle),-0.016559996987882745,-0.15274843319858727,-0.27048122610582237,-0.12137823417849711,0.38167515646752337,-0.24941897644297983,-0.29396207289044246,-0.42346566912491423,0.5851197409187295,-0.10994045288902338,-0.07553516306764115,-0.18266432053235793,0.2800835848349149,-0.011733591102997293,-0.175861950702074,-0.2750980340184361,0.32187550405243004,-0.17483547852048895,0.3668681856145943,0.8179448642298192,-0.13065311810860714,-0.06675657969443642,0.6181227661110374,0.6913092587020344,0.6176008708256292,-0.318392033394032,-0.09980338537897972,0.31265495319866377,-0.06447407864576708,0.6967792664408244,-0.26772707070708585,0.8083132875549661,0.006852352388942655,-0.19071504200130723,-0.21614921882386368,-0.2128908936825496,0.9904166955547546,0.07645868336387755,-0.27148832966175573,0.20201342645086248,0.16941511247762187,0.13976625704002546,-0.3148072274423628,-0.07105842770951508,0.05448811881285795,-0.03035843504932398,-0.3793617082145979,0.0271054735614414,0.28185933394899587,-0.14340480543236428,0.021907018277156513,-0.024945161633308836,-0.08473432878421643,0.3564269126196077,-0.0351305395650001,-0.09722333319946884,-0.02574675669643116,0.9506803339396589,-0.201343594224437,0.9770014278145693,-0.144704621725318,-0.049024830795751366,0.13946916599034676,-0.23498290016795587,0.1353804399123458,-0.14175963810610803,-0.019777865946187165,-0.18936014095466527,0.40837238545072163,0.1289216795614283,-0.390628081928096,0.1580113794956731,-0.09348411803767781,-0.048906468117148216,-0.4677407917203732,0.9999999999999999,0.2448071968971401,0.9581967692244616,0.2427441144248462,-0.2959343186153871,-0.03873051082185802,0.20612783588746592,-0.20188329993938314,-0.014598667073339736,-0.4122460696614184,0.12807017160154102,-0.19115683160863603,0.5820783369598375,-0.15217431808280057,-0.03777839896352999,-0.22663412466515948,-0.18694959548419146,-0.42054800117091595,0.03682226453597752,0.9566375551419343,-0.2915492379609864,0.024776277829184647,-0.026206125093938836,0.8761993786201858,-0.19318167153207316,-0.2712276737662217,-0.13510200971670733,0.020632827547193328,-0.08954515612314805,-0.38674159690350024,-0.3695105356354271,0.8570701877329309,0.8790123682230959,-0.3276672708817682,0.2723244806962735,0.35009243062013484,0.22624032760401844,0.2114476119098977,0.8646751653332314,0.1731862006663929,-0.30641342440132396,-0.3011521329337907,0.3072239201255637,-0.25672406595253683,0.3155882620421041,-0.2262898418150671,0.00784703770565157
Miso Soup,0.2694615675744436,-0.17173612403684424,-0.2504970469655241,-0.2949375884802469,0.6957037890523414,-0.13830056569724516,-0.3080747072525904,-0.22552941343142602,-0.37004996787133804,-0.17024057812161658,0.23808817164709117,0.10596418898086972,0.5534168922315398,0.15740101530065517,-0.3710424570476088,0.4502538116584983,0.22189915175364958,-0.513035270157843,0.6523471465577012,0.6252347220833824,-0.4168333607486082,-0.2990879216141723,-0.2743023868536914,-0.12569992937241017,-0.3227125646565136,-0.24508476909366841,0.7775059219061493,0.31764891435530296,0.07693790439864304,-0.10009198540280104,-0.29708860763941597,0.4438681907287878,0.09408058053309448,-0.33867393729903233,-0.30906375366469035,-0.3437302748398243,0.27515658640129653,-0.07125680369390065,-0.1956913073509365,0.1251347831286016,0.39258336958847934,0.16066488190286385,0.36502908818304514,0.3841692393196336,0.3700984073452977,0.24707755363138967,-0.1561500027701381,0.3049204516481847,0.3158160400624197,-0.37682529181267566,-0.10106072216360978,-0.25745195811970023,0.03869851268556968,0.9179042339722004,-0.13705547607738372,0.05149399337896229,0.317130027742213,0.06568875701480974,-0.3374462864717443,0.20686617995674406,-0.16098697252523353,0.6124244820365984,0.5190397509685761,-0.3071105345184965,0.16603717126644066,-0.5161470296223207,0.32490561149083025,-0.2397718446272237,0.4921814442786396,0.03174732053647434,-0.3699579537638813,0.10775083418895598,-0.1885001006304648,-0.3302533766457195,-0.3777615283351146,0.2448071968971401,0.9999999999999999,0.3709837254646189,0.160815781729828,-0.3620696895001751,-0.23708632209574584,0.3314367659220928,-0.3561620531777573,-0.14073158422182894,-0.25109910360758686,0.02737404300232684,-0.11186023955982424,-0.26706072115154644,0.2962369024192786,0.8883283505534354,0.12815744907483542,-0.42685335439510913,-0.32398458510071665,0.015972123950954174,0.10822808047369213,-0.3243626933281861,-0.10910660979031239,-0.04776155053391609,0.5412836345523019,-0.3915392609277973,0.43767439966959026,0.10733356619788248,0.2074357431579051,-0.08752854596807479,-0.2803586268095345,-0.40282760374283166,0.2221040910912899,0.5732245354316765,0.3403127950760076,0.5931367284806365,-0.36551034979325786,0.2537891262162488,0.1423807076673233,-0.08202461613941066,0.08256271079270862,-0.009574810246846642,0.15662583639659222,0.2731954484623276,-0.47888207150302536,0.6603276109132381,0.6348862102571051,-0.04670247021940811
Modelo Especial,-0.006862022809510726,-0.2094883321772395,-0.2604194981602659,-0.03666876526449178,0.5185579617781042,-0.3553271220555611,-0.30006180630624485,-0.4424623954942707,0.3956284022232179,-0.042942734778221,-0.019752482418524134,-0.2666997845043767,0.3219006276965915,0.11517931616104869,-0.11326211668072693,-0.290706819874672,0.3773724260265475,-0.12593773260445168,0.44555932564072726,0.9109605040074045,-0.061363461937358005,-0.11035350913919417,0.45200243903574183,0.5180682771612628,0.44939454239399307,-0.3235528008158797,0.03150173787654601,0.523886211052371,0.011016151114066147,0.737457200607915,-0.23908225559446872,0.7908342775838789,0.06785859656253568,-0.1350665918833597,-0.20663525821210146,-0.17085139613574804,0.9591408893354497,0.07604224969529738,-0.2694073556499524,0.28222092458576137,0.21993435857329247,0.25675982262870983,-0.2812010258269324,0.016487078644668737,0.15681358234840975,0.03348145079232176,-0.398116656922564,0.02347457757810663,0.3794570119735763,-0.0679457305605384,-0.11529455829798743,-0.07174243082391861,-0.0026046489046250123,0.5346939924833954,-0.10007415361095107,-0.15666735352079006,0.0369772829628298,0.8768282229847648,-0.22930158319411842,0.948612222317506,-0.29422043621116306,0.05019972372352055,0.25711147977832893,-0.21302730093933325,0.20562262769846137,-0.11637273305752432,0.038618482304239546,-0.13998375074393768,0.5031439885448296,0.32222111756394245,-0.380369800021847,0.21720229403918204,-0.2478888270717833,0.054666331617747824,-0.47157024268507436,0.9581967692244616,0.3709837254646189,0.9999999999999998,0.3354106801038831,-0.37809460247296733,-0.06783268126373848,0.3628704152970472,-0.16106813789478422,0.03885439810776652,-0.38544567496209153,-0.00339681211771496,-0.15109025681084587,0.40411673990820574,-0.0511534606118131,0.06460396017323763,-0.1768486542653593,-0.17075173093875157,-0.39677557919750484,-0.0718274642959904,0.9059178474890259,-0.28692325226645515,-0.06042936222021006,-0.1330730748324219,0.877385237081494,-0.13965835773030646,-0.2773006536354543,-0.04848378212425747,0.1562249270764398,0.019042517813044314,-0.38677804719836734,-0.38628028547430476,0.7859874163331708,0.8917366598538995,-0.32265451279830226,0.3684552058722701,0.2401542354892331,0.38517163501053964,0.1970272104764336,0.7208215635991165,0.23906832789054186,-0.2799304246959593,-0.24790246975324315,0.5011852380844772,-0.2229069518150341,0.47302730483930927,-0.1474419940001107,-0.0945998177950794
