customer_id,archetype,price_tier,time_preference,day_preference,basket_size_bias,preferred_sections,preferred_categories,expected_visits,actual_visits
4447,occasional,mid,dinner,weekday,large,"Mexican,Japanese","Bakery,Alcohol",10,10
5705,infrequent,mid,morning,weekday,medium,Cafe,"Bakery,Food",4,4
309,regular,mid,morning,weekend,large,Cafe,"Food,Appetizer",27,16
7624,infrequent,budget,dinner,any,medium,"Steakhouse,American","Main,Alcohol",2,2
7955,infrequent,premium,dinner,weekday,large,"Mexican,Steakhouse","Bakery,Main",3,3
6749,infrequent,mid,morning,any,medium,Cafe,"Main,Beverage",4,4
6697,infrequent,budget,morning,any,large,Cafe,"Beverage,Alcohol,Dessert",4,4
7525,infrequent,budget,morning,weekday,small,Cafe,"Bakery,Main",4,3
6460,infrequent,mid,dinner,weekday,medium,"Italian,Japanese","Dessert,Bakery",2,2
8248,one_timer,budget,dinner,any,medium,Mexican,"Side,Beverage",1,1
6891,infrequent,budget,flexible,weekday,medium,Healthy_Vegan,"Side,Food,Alcohol",3,3
7146,infrequent,mid,lunch,any,large,Healthy_Vegan,"Alcohol,Dessert,Appetizer",2,2
9031,one_timer,budget,morning,weekday,large,Cafe,"Food,Main",1,1
9298,one_timer,budget,morning,any,small,Cafe,"Main,Food",1,1
2290,occasional,budget,flexible,any,large,Mexican,"Dessert,Beverage",9,8
9122,one_timer,budget,lunch,any,large,American,"Alcohol,Beverage,Main",1,1
469,regular,budget,dinner,weekday,medium,Steakhouse,"Side,Food,Dessert",20,17
3052,occasional,premium,dinner,weekday,large,American,"Dessert,Beverage",12,12
6324,infrequent,mid,lunch,weekday,medium,Healthy_Vegan,"Beverage,Dessert",4,4
806,regular,premium,morning,weekday,medium,Cafe,"Dessert,Side",25,18
6901,infrequent,premium,dinner,any,large,Mexican,"Main,Food",2,2
6064,infrequent,mid,dinner,weekday,medium,Japanese,"Food,Side",3,3
5561,infrequent,mid,flexible,weekday,small,"American,Cafe","Main,Alcohol",2,2
1895,occasional,mid,lunch,weekday,large,American,"Side,Alcohol",9,6
4082,occasional,premium,flexible,weekday,medium,"Cafe,Italian","Side,Alcohol",8,8
3012,occasional,budget,morning,weekday,medium,Cafe,"Main,Alcohol",8,8
3669,occasional,budget,dinner,any,medium,"American,Italian","Alcohol,Food,Main",7,7
5441,infrequent,premium,lunch,any,medium,"American,Healthy_Vegan","Appetizer,Bakery,Dessert",2,2
685,regular,budget,dinner,any,medium,"American,Italian","Bakery,Beverage",16,15
9070,one_timer,premium,dinner,weekend,medium,"Japanese,American","Appetizer,Beverage",1,1
9158,one_timer,premium,dinner,weekday,medium,Steakhouse,"Alcohol,Main",1,1
2668,occasional,mid,dinner,weekday,large,"Steakhouse,Japanese","Beverage,Main,Bakery",8,8
8710,one_timer,budget,dinner,any,small,Japanese,"Dessert,Beverage",1,1
9558,one_timer,budget,morning,weekday,medium,Cafe,"Food,Side",1,1
7505,infrequent,premium,lunch,weekday,medium,American,"Beverage,Appetizer",4,4
8491,one_timer,mid,flexible,weekend,small,Mexican,"Dessert,Main",1,1
1310,regular,mid,dinner,weekday,small,Steakhouse,"Bakery,Beverage,Dessert",24,19
792,regular,mid,morning,weekday,medium,Cafe,"Side,Main",27,21
9539,one_timer,budget,dinner,weekday,medium,American,"Bakery,Alcohol",1,1
3670,occasional,premium,lunch,weekend,medium,Healthy_Vegan,"Appetizer,Food",11,6
6900,infrequent,budget,dinner,weekend,small,"Steakhouse,Mexican","Main,Beverage,Dessert",3,3
682,regular,mid,flexible,weekday,small,"Cafe,Japanese","Main,Alcohol",21,18
2573,occasional,mid,flexible,weekday,small,Healthy_Vegan,"Bakery,Side,Appetizer",10,10
7956,infrequent,mid,lunch,weekend,medium,Healthy_Vegan,"Bakery,Beverage,Alcohol",2,2
1086,regular,budget,dinner,any,medium,American,"Food,Dessert",18,15
3063,occasional,budget,dinner,weekday,medium,American,"Beverage,Dessert",11,11
7745,infrequent,premium,dinner,weekday,small,Mexican,"Main,Food",2,2
939,regular,mid,morning,any,large,Cafe,"Side,Dessert",28,17
5029,infrequent,premium,dinner,any,small,Japanese,"Beverage,Appetizer,Main",3,3
9622,one_timer,mid,lunch,any,large,American,"Main,Alcohol,Bakery",1,1
6409,infrequent,budget,flexible,weekday,medium,"Steakhouse,Italian","Bakery,Main",4,4
2085,occasional,budget,dinner,any,small,American,"Appetizer,Side,Alcohol",11,8
3832,occasional,premium,dinner,weekday,large,Mexican,"Beverage,Alcohol",8,8
6987,infrequent,budget,dinner,any,medium,Steakhouse,"Dessert,Main",3,3
2679,occasional,budget,lunch,any,small,Healthy_Vegan,"Main,Side",9,9
6994,infrequent,budget,lunch,any,small,American,"Alcohol,Food,Appetizer",4,4
2096,occasional,mid,dinner,weekday,medium,Japanese,"Dessert,Food,Alcohol",9,9
9741,one_timer,budget,dinner,weekday,small,"Mexican,Italian","Beverage,Alcohol",1,1
9650,one_timer,mid,morning,any,medium,Cafe,"Beverage,Bakery,Alcohol",1,1
3388,occasional,budget,dinner,any,large,American,"Bakery,Main,Beverage",5,5
5973,infrequent,budget,dinner,weekend,small,Italian,"Bakery,Dessert",2,2
1417,regular,budget,lunch,any,large,American,"Dessert,Bakery",20,15
222,regular,budget,dinner,weekday,small,"Italian,American","Alcohol,Appetizer,Beverage",28,28
7531,infrequent,budget,lunch,weekend,medium,"American,Healthy_Vegan","Side,Alcohol",3,3
7871,infrequent,mid,dinner,any,medium,Mexican,"Beverage,Alcohol",4,4
7422,infrequent,budget,dinner,weekday,medium,"American,Italian","Side,Bakery",2,2
9450,one_timer,mid,dinner,weekend,large,"American,Italian","Appetizer,Dessert",1,1
5435,infrequent,budget,dinner,weekday,small,American,"Beverage,Appetizer,Side",4,4
7961,infrequent,budget,dinner,any,medium,"Mexican,American","Main,Appetizer",2,2
7718,infrequent,budget,dinner,any,medium,"Japanese,American","Dessert,Alcohol",4,4
841,regular,mid,lunch,any,large,"American,Healthy_Vegan","Main,Beverage",22,20
7029,infrequent,budget,dinner,weekday,small,"American,Mexican","Appetizer,Food,Side",2,2
7214,infrequent,mid,dinner,weekday,small,Mexican,"Dessert,Main",2,2
6822,infrequent,budget,morning,any,large,Cafe,"Bakery,Beverage,Appetizer",2,2
6898,infrequent,mid,dinner,any,medium,Italian,"Main,Appetizer",2,2
1621,occasional,mid,dinner,any,medium,"American,Italian","Side,Food,Dessert",11,11
6997,infrequent,premium,lunch,any,large,"Healthy_Vegan,American","Beverage,Dessert",4,4
5312,infrequent,premium,flexible,weekday,large,"Healthy_Vegan,Italian","Alcohol,Side",2,2
5046,infrequent,budget,dinner,any,small,"Italian,Japanese","Dessert,Food",3,3
6824,infrequent,premium,morning,weekday,small,Cafe,"Main,Dessert",3,3
89,regular,mid,lunch,any,large,American,"Main,Side,Food",19,13
1612,occasional,premium,lunch,any,large,"Healthy_Vegan,American","Food,Main",5,5
2484,occasional,budget,dinner,any,medium,"Mexican,Italian","Dessert,Appetizer,Beverage",10,10
5700,infrequent,premium,dinner,weekday,medium,"Italian,Mexican","Side,Food",3,3
6928,infrequent,mid,flexible,weekend,medium,"Cafe,American","Main,Side,Alcohol",3,3
9066,one_timer,premium,flexible,weekday,small,Mexican,"Main,Dessert,Alcohol",1,1
8988,one_timer,mid,flexible,any,medium,Japanese,"Appetizer,Beverage,Side",1,1
8795,one_timer,premium,dinner,weekday,medium,"Mexican,Steakhouse","Main,Alcohol",1,1
6088,infrequent,mid,flexible,weekday,small,Mexican,"Side,Bakery",2,2
218,regular,budget,lunch,weekday,large,American,"Appetizer,Side",16,12
2640,occasional,mid,lunch,any,medium,"American,Healthy_Vegan","Food,Bakery",5,5
9248,one_timer,mid,dinner,weekday,medium,"Japanese,Mexican","Bakery,Main",1,1
2743,occasional,budget,flexible,any,small,"Healthy_Vegan,Cafe","Appetizer,Food",7,7
6462,infrequent,mid,dinner,weekday,medium,"Mexican,American","Appetizer,Food",2,2
852,regular,mid,morning,weekday,small,Cafe,"Appetizer,Side",27,22
7073,infrequent,budget,dinner,weekend,large,Steakhouse,"Appetizer,Main",3,3
3320,occasional,budget,lunch,any,medium,American,"Food,Appetizer",7,6
2420,occasional,premium,lunch,any,small,American,"Beverage,Bakery",10,10
6444,infrequent,mid,lunch,weekday,large,"Healthy_Vegan,American","Appetizer,Side",2,2
9696,one_timer,budget,morning,weekend,medium,Cafe,"Food,Side",1,1
3301,occasional,mid,flexible,any,medium,"Japanese,Steakhouse","Side,Bakery",5,4
1513,occasional,budget,dinner,any,small,Italian,"Main,Food",8,8
5666,infrequent,budget,lunch,any,medium,American,"Food,Side",4,4
1397,regular,mid,dinner,weekday,large,Italian,"Beverage,Food,Bakery",20,20
956,regular,mid,dinner,weekend,small,American,"Beverage,Dessert",23,12
6114,infrequent,budget,dinner,weekend,medium,Steakhouse,"Alcohol,Side",3,3
3635,occasional,premium,morning,weekend,large,Cafe,"Main,Side,Bakery",6,6
8080,one_timer,budget,lunch,any,large,"Healthy_Vegan,American","Food,Appetizer",1,1
1594,occasional,mid,flexible,weekday,large,Mexican,"Side,Main,Appetizer",11,8
9212,one_timer,mid,lunch,any,small,"Healthy_Vegan,American","Food,Main,Alcohol",1,1
6471,infrequent,mid,morning,weekday,small,Cafe,"Bakery,Dessert",3,3
6464,infrequent,mid,dinner,weekday,medium,"Mexican,American","Food,Appetizer,Bakery",4,4
280,regular,mid,morning,weekday,small,Cafe,"Dessert,Appetizer,Main",24,20
6575,infrequent,premium,dinner,any,large,"Japanese,Italian","Appetizer,Side",3,3
6808,infrequent,budget,lunch,any,medium,American,"Food,Alcohol,Bakery",4,4
3969,occasional,premium,dinner,weekend,small,"Italian,Japanese","Food,Bakery,Appetizer",7,7
6905,infrequent,budget,lunch,weekday,small,Healthy_Vegan,"Beverage,Alcohol,Appetizer",4,4
1000,regular,budget,lunch,weekend,large,"American,Healthy_Vegan","Food,Main",23,19
8801,one_timer,mid,dinner,weekend,small,Japanese,"Main,Beverage",1,1
5050,infrequent,budget,dinner,weekday,medium,Japanese,"Beverage,Food,Main",2,2
9771,one_timer,budget,dinner,weekday,small,Steakhouse,"Main,Beverage",1,1
6568,infrequent,mid,dinner,any,large,Italian,"Beverage,Alcohol",4,4
9202,one_timer,budget,morning,weekday,medium,Cafe,"Bakery,Dessert,Side",1,1
5744,infrequent,budget,flexible,weekday,small,"Cafe,Mexican","Food,Appetizer,Main",4,4
9466,one_timer,premium,dinner,any,medium,"American,Mexican","Bakery,Dessert,Beverage",1,1
4032,occasional,budget,lunch,weekday,large,"American,Healthy_Vegan","Dessert,Appetizer",5,5
7821,infrequent,budget,dinner,weekday,medium,Italian,"Appetizer,Food",3,3
2913,occasional,budget,dinner,weekend,medium,Steakhouse,"Dessert,Side,Beverage",12,10
3539,occasional,mid,lunch,weekday,medium,Healthy_Vegan,"Side,Bakery,Dessert",8,8
8622,one_timer,mid,dinner,any,large,"American,Mexican","Beverage,Main",1,1
8611,one_timer,budget,dinner,any,medium,"American,Italian","Side,Beverage",1,1
7154,infrequent,premium,flexible,weekday,medium,Italian,"Beverage,Dessert",4,4
9060,one_timer,budget,lunch,any,medium,"Healthy_Vegan,American","Food,Main,Beverage",1,1
4025,occasional,mid,dinner,weekday,small,Italian,"Food,Appetizer",7,7
6371,infrequent,mid,dinner,weekend,small,Steakhouse,"Food,Beverage",3,3
1096,regular,premium,dinner,weekday,medium,American,"Alcohol,Main,Food",21,19
2813,occasional,budget,dinner,any,medium,Mexican,"Side,Dessert",11,11
8301,one_timer,budget,dinner,any,small,Italian,"Appetizer,Beverage",1,1
4960,infrequent,mid,flexible,weekend,medium,Italian,"Beverage,Alcohol",2,2
2379,occasional,premium,dinner,any,large,Japanese,"Appetizer,Dessert",7,7
5736,infrequent,mid,morning,any,small,Cafe,"Side,Beverage,Main",4,4
6897,infrequent,premium,dinner,weekday,medium,"American,Steakhouse","Alcohol,Appetizer",4,4
1472,regular,budget,morning,any,small,Cafe,"Food,Side",17,14
4509,infrequent,budget,flexible,any,medium,Italian,"Food,Appetizer,Beverage",2,2
9165,one_timer,mid,dinner,weekend,large,Italian,"Alcohol,Dessert",1,1
8578,one_timer,mid,dinner,any,medium,"American,Steakhouse","Alcohol,Beverage",1,1
243,regular,premium,flexible,any,small,"Japanese,Mexican","Beverage,Bakery",28,21
7280,infrequent,budget,dinner,weekend,large,"American,Mexican","Food,Dessert",4,4
6385,infrequent,budget,flexible,any,large,Healthy_Vegan,"Dessert,Side,Appetizer",2,2
634,regular,premium,dinner,any,small,Italian,"Beverage,Food",27,21
7249,infrequent,premium,flexible,weekday,medium,"American,Healthy_Vegan","Main,Alcohol",4,4
2369,occasional,budget,dinner,weekend,small,Japanese,"Appetizer,Main",5,5
2754,occasional,budget,lunch,any,medium,"Healthy_Vegan,American","Beverage,Side",9,9
1953,occasional,premium,dinner,weekend,small,Japanese,"Beverage,Alcohol",7,5
6103,infrequent,budget,morning,weekday,medium,Cafe,"Food,Dessert",2,2
2693,occasional,budget,dinner,weekday,medium,Steakhouse,"Food,Alcohol,Main",12,10
5626,infrequent,mid,flexible,any,medium,Steakhouse,"Main,Bakery",4,4
5796,infrequent,mid,dinner,any,small,"Italian,Mexican","Beverage,Dessert",3,3
6981,infrequent,budget,flexible,any,small,Mexican,"Bakery,Beverage,Side",3,3
8828,one_timer,budget,lunch,any,small,"Healthy_Vegan,American","Main,Food",1,1
4897,infrequent,mid,morning,any,medium,Cafe,"Side,Alcohol,Bakery",4,4
3658,occasional,mid,lunch,any,large,American,"Beverage,Main",7,7
4827,infrequent,mid,flexible,any,medium,"American,Steakhouse","Main,Side,Dessert",4,4
5989,infrequent,mid,lunch,any,small,American,"Alcohol,Appetizer",4,4
503,regular,mid,lunch,any,medium,"American,Healthy_Vegan","Food,Bakery",16,16
5721,infrequent,budget,dinner,weekday,medium,"Italian,Steakhouse","Alcohol,Food,Bakery",3,3
8897,one_timer,budget,lunch,any,medium,Healthy_Vegan,"Beverage,Side",1,1
2396,occasional,mid,morning,weekday,small,Cafe,"Beverage,Bakery",10,6
7862,infrequent,budget,dinner,weekday,large,"Italian,American","Beverage,Alcohol",4,4
459,regular,mid,flexible,weekend,medium,Healthy_Vegan,"Beverage,Alcohol,Food",15,6
5501,infrequent,mid,dinner,any,medium,American,"Beverage,Alcohol",2,2
4178,occasional,budget,lunch,any,large,"American,Healthy_Vegan","Bakery,Beverage",8,8
6031,infrequent,premium,dinner,any,medium,Steakhouse,"Side,Food",2,2
7891,infrequent,premium,dinner,weekday,small,Mexican,"Alcohol,Main",4,4
2807,occasional,premium,lunch,weekend,medium,"Healthy_Vegan,American","Alcohol,Main,Appetizer",5,5
8302,one_timer,premium,dinner,any,large,"Italian,Japanese","Alcohol,Beverage,Food",1,1
4408,occasional,premium,dinner,any,small,"Japanese,Steakhouse","Food,Appetizer",7,7
1499,regular,premium,dinner,weekday,small,"Japanese,Steakhouse","Dessert,Bakery",19,19
1307,regular,budget,lunch,any,medium,American,"Beverage,Alcohol",19,19
4602,infrequent,premium,dinner,any,large,"Japanese,Italian","Alcohol,Main,Beverage",3,3
4292,occasional,mid,morning,weekday,small,Cafe,"Bakery,Dessert",5,5
5757,infrequent,mid,flexible,weekend,large,"Steakhouse,Healthy_Vegan","Alcohol,Main,Side",4,4
1196,regular,mid,lunch,weekday,large,"Healthy_Vegan,American","Beverage,Food",18,18
4166,occasional,budget,dinner,any,large,"Japanese,American","Alcohol,Dessert",5,5
1006,regular,budget,dinner,weekend,medium,Italian,"Dessert,Main",15,15
9149,one_timer,premium,lunch,any,large,"Healthy_Vegan,American","Side,Food",1,1
6643,infrequent,budget,lunch,weekday,medium,American,"Appetizer,Main,Dessert",3,3
8075,one_timer,mid,dinner,weekday,large,Italian,"Bakery,Side,Appetizer",1,1
7158,infrequent,mid,morning,any,medium,Cafe,"Main,Food,Alcohol",4,4
2233,occasional,budget,dinner,any,medium,Steakhouse,"Side,Main",9,9
7342,infrequent,budget,dinner,weekday,medium,Mexican,"Dessert,Appetizer,Alcohol",2,2
7058,infrequent,budget,flexible,any,small,Steakhouse,"Side,Alcohol,Dessert",4,4
7219,infrequent,budget,flexible,weekday,small,Steakhouse,"Main,Alcohol",3,3
6548,infrequent,mid,dinner,any,small,"Italian,Mexican","Beverage,Main",3,3
7710,infrequent,premium,dinner,any,medium,"Steakhouse,American","Food,Side",3,3
5089,infrequent,mid,lunch,any,small,Healthy_Vegan,"Appetizer,Bakery",2,2
9876,one_timer,mid,flexible,any,medium,Italian,"Main,Side",1,1
4766,infrequent,mid,dinner,weekday,medium,Japanese,"Dessert,Food",2,2
9860,one_timer,mid,morning,weekend,medium,Cafe,"Dessert,Beverage,Bakery",1,1
1145,regular,mid,morning,any,large,Cafe,"Side,Beverage",24,14
8307,one_timer,budget,flexible,weekday,small,"American,Italian","Food,Alcohol,Dessert",1,1
3302,occasional,budget,lunch,weekday,small,"Healthy_Vegan,American","Bakery,Beverage,Appetizer",10,10
1109,regular,mid,dinner,any,large,Italian,"Main,Side",18,18
5946,infrequent,mid,dinner,any,large,"Italian,Japanese","Appetizer,Dessert,Food",2,2
2947,occasional,mid,lunch,any,medium,"American,Healthy_Vegan","Bakery,Appetizer",5,5
1764,occasional,budget,flexible,any,small,American,"Alcohol,Bakery",7,6
2465,occasional,budget,dinner,weekend,small,Steakhouse,"Food,Side",6,5
7325,infrequent,budget,morning,any,small,Cafe,"Beverage,Food,Bakery",2,2
7195,infrequent,budget,dinner,any,large,American,"Food,Bakery",3,3
4188,occasional,mid,lunch,any,medium,Healthy_Vegan,"Bakery,Dessert,Beverage",8,7
7885,infrequent,premium,flexible,any,medium,Healthy_Vegan,"Dessert,Food,Beverage",3,3
9428,one_timer,mid,morning,any,small,Cafe,"Dessert,Appetizer",1,1
6646,infrequent,budget,dinner,weekday,medium,"Italian,Steakhouse","Food,Bakery",2,2
2538,occasional,mid,dinner,weekday,large,"Japanese,Italian","Beverage,Alcohol",5,5
4512,infrequent,mid,dinner,weekend,medium,Italian,"Food,Dessert,Beverage",2,2
2648,occasional,mid,dinner,any,small,Steakhouse,"Beverage,Appetizer",7,7
8640,one_timer,budget,dinner,any,medium,"Italian,Mexican","Dessert,Side,Food",1,1
6218,infrequent,budget,dinner,any,medium,"Japanese,Steakhouse","Main,Beverage",2,2
2118,occasional,premium,morning,any,medium,Cafe,"Bakery,Side",5,5
6764,infrequent,budget,lunch,weekday,large,American,"Food,Main",4,3
1084,regular,mid,dinner,weekday,large,Japanese,"Side,Food",22,22
9903,one_timer,budget,dinner,any,large,Mexican,"Alcohol,Side",1,1
9537,one_timer,mid,flexible,any,large,Cafe,"Main,Dessert,Alcohol",1,1
3839,occasional,budget,dinner,any,small,Italian,"Main,Appetizer,Beverage",10,10
4202,occasional,premium,lunch,any,medium,Healthy_Vegan,"Bakery,Dessert",12,11
7929,infrequent,mid,dinner,any,large,Mexican,"Side,Main",4,4
6550,infrequent,premium,dinner,any,medium,Japanese,"Food,Appetizer,Side",2,2
7519,infrequent,budget,dinner,weekday,medium,Italian,"Side,Beverage",4,4
1412,regular,mid,flexible,weekday,small,"Italian,Japanese","Main,Appetizer",26,26
4012,occasional,premium,dinner,any,medium,Japanese,"Appetizer,Side,Alcohol",10,10
7683,infrequent,budget,flexible,weekday,medium,Cafe,"Dessert,Appetizer",4,4
7913,infrequent,budget,dinner,weekday,medium,American,"Food,Side",4,4
4893,infrequent,mid,morning,any,small,Cafe,"Dessert,Side",4,4
6343,infrequent,mid,dinner,any,large,"Steakhouse,American","Appetizer,Food",4,4
4046,occasional,budget,morning,any,small,Cafe,"Dessert,Beverage,Bakery",12,10
2962,occasional,budget,lunch,any,large,Healthy_Vegan,"Beverage,Side",8,8
3713,occasional,budget,flexible,weekday,medium,Mexican,"Appetizer,Dessert",7,7
3120,occasional,mid,dinner,weekday,small,"American,Japanese","Dessert,Side",12,12
5742,infrequent,mid,dinner,weekend,small,Italian,"Dessert,Main,Side",4,4
498,regular,budget,morning,any,small,Cafe,"Bakery,Food",27,19
7812,infrequent,budget,flexible,any,medium,"Mexican,Italian","Alcohol,Beverage",3,3
4816,infrequent,budget,dinner,weekday,large,American,"Side,Bakery,Alcohol",4,4
9211,one_timer,mid,flexible,any,medium,"Mexican,Japanese","Appetizer,Alcohol,Bakery",1,1
3910,occasional,budget,dinner,weekday,medium,Italian,"Appetizer,Bakery",5,5
1600,occasional,budget,lunch,weekday,small,Healthy_Vegan,"Main,Bakery,Beverage",9,8
4282,occasional,premium,flexible,weekday,medium,"Cafe,Italian","Food,Beverage",10,10
8006,one_timer,mid,morning,any,medium,Cafe,"Main,Beverage,Appetizer",1,1
9495,one_timer,premium,morning,any,large,Cafe,"Food,Beverage,Appetizer",1,1
4334,occasional,budget,lunch,any,medium,American,"Appetizer,Side",5,5
5854,infrequent,mid,dinner,weekend,medium,"American,Japanese","Beverage,Main",3,3
7775,infrequent,mid,lunch,weekend,large,American,"Side,Dessert",2,2
9700,one_timer,mid,flexible,weekend,medium,Mexican,"Beverage,Main",1,1
9726,one_timer,budget,morning,weekend,medium,Cafe,"Bakery,Dessert",1,1
371,regular,premium,dinner,any,medium,"Japanese,Steakhouse","Bakery,Beverage",26,24
6159,infrequent,mid,dinner,weekday,small,Japanese,"Alcohol,Side",2,2
756,regular,premium,morning,weekday,large,Cafe,"Main,Bakery,Dessert",27,16
2972,occasional,budget,dinner,weekday,medium,American,"Dessert,Bakery,Side",8,8
3660,occasional,budget,morning,any,medium,Cafe,"Main,Appetizer,Alcohol",7,7
6179,infrequent,premium,dinner,any,small,Mexican,"Beverage,Appetizer",4,4
7800,infrequent,premium,dinner,weekend,small,Japanese,"Beverage,Food,Side",3,3
7268,infrequent,mid,dinner,any,small,American,"Appetizer,Food",2,2
4170,occasional,premium,flexible,weekday,small,Mexican,"Appetizer,Side,Beverage",11,11
4185,occasional,mid,dinner,any,medium,American,"Food,Alcohol",5,5
5506,infrequent,premium,dinner,any,small,"Japanese,Mexican","Bakery,Side",4,4
7803,infrequent,mid,dinner,weekend,medium,American,"Dessert,Food",3,3
7437,infrequent,budget,dinner,any,medium,Japanese,"Bakery,Main,Food",3,3
8901,one_timer,mid,flexible,weekend,medium,"Cafe,Healthy_Vegan","Appetizer,Bakery",1,1
779,regular,mid,dinner,any,large,Steakhouse,"Food,Alcohol",28,15
7156,infrequent,mid,morning,any,medium,Cafe,"Beverage,Side",2,2
6155,infrequent,premium,dinner,any,large,"Japanese,American","Alcohol,Side,Appetizer",3,3
4405,occasional,budget,dinner,any,large,Steakhouse,"Food,Alcohol,Main",9,7
9486,one_timer,premium,dinner,weekday,small,Steakhouse,"Appetizer,Alcohol",1,1
5423,infrequent,budget,flexible,weekend,medium,Japanese,"Bakery,Appetizer",3,3
4039,occasional,mid,dinner,any,large,"Italian,Japanese","Food,Beverage,Bakery",5,5
5187,infrequent,mid,dinner,weekday,small,Japanese,"Main,Dessert,Beverage",3,3
8408,one_timer,mid,dinner,weekday,medium,Japanese,"Food,Appetizer,Alcohol",1,1
1504,occasional,mid,morning,any,medium,Cafe,"Alcohol,Appetizer",10,8
9210,one_timer,premium,lunch,any,medium,American,"Appetizer,Bakery",1,1
7608,infrequent,premium,dinner,weekday,medium,Italian,"Main,Alcohol,Side",2,2
6213,infrequent,budget,dinner,weekday,small,"Mexican,Steakhouse","Appetizer,Alcohol",2,2
8009,one_timer,mid,morning,weekday,large,Cafe,"Beverage,Bakery",1,1
250,regular,budget,lunch,weekend,small,Healthy_Vegan,"Alcohol,Side",16,13
5201,infrequent,premium,morning,weekday,medium,Cafe,"Alcohol,Main",2,2
1071,regular,premium,morning,weekend,medium,Cafe,"Bakery,Beverage",28,13
3569,occasional,premium,lunch,weekday,medium,"Healthy_Vegan,American","Alcohol,Bakery,Main",12,12
2059,occasional,budget,dinner,weekday,large,Steakhouse,"Main,Dessert",8,8
6230,infrequent,premium,lunch,any,medium,American,"Alcohol,Appetizer",2,2
8516,one_timer,premium,flexible,any,small,Healthy_Vegan,"Food,Alcohol,Appetizer",1,1
4883,infrequent,mid,flexible,any,medium,Mexican,"Alcohol,Food,Side",2,2
8244,one_timer,mid,morning,weekday,medium,Cafe,"Main,Bakery",1,1
6792,infrequent,mid,morning,any,medium,Cafe,"Food,Appetizer",3,3
6174,infrequent,premium,dinner,weekday,medium,"Japanese,Italian","Appetizer,Dessert,Side",4,4
3956,occasional,mid,dinner,weekend,small,Mexican,"Alcohol,Beverage,Dessert",5,5
5410,infrequent,mid,dinner,weekday,medium,"American,Mexican","Beverage,Alcohol",3,3
236,regular,mid,lunch,weekday,medium,Healthy_Vegan,"Beverage,Alcohol,Bakery",17,14
3162,occasional,budget,flexible,weekday,medium,Italian,"Dessert,Bakery",9,9
1954,occasional,budget,dinner,weekend,medium,Steakhouse,"Dessert,Bakery",8,6
8030,one_timer,mid,dinner,any,medium,Japanese,"Food,Beverage,Main",1,1
628,regular,mid,morning,weekday,large,Cafe,"Main,Dessert,Appetizer",20,18
6279,infrequent,mid,dinner,any,medium,Steakhouse,"Dessert,Food",4,4
9669,one_timer,mid,dinner,any,large,"Steakhouse,Italian","Appetizer,Dessert",1,1
3441,occasional,mid,dinner,weekend,medium,Japanese,"Main,Bakery,Side",10,10
5860,infrequent,budget,dinner,any,small,Mexican,"Beverage,Dessert",3,3
4472,occasional,mid,flexible,weekend,medium,"Japanese,Cafe","Dessert,Appetizer",7,7
5648,infrequent,budget,flexible,weekday,medium,Cafe,"Appetizer,Alcohol",2,2
2071,occasional,mid,dinner,weekday,medium,Steakhouse,"Beverage,Dessert",11,11
1183,regular,premium,dinner,weekday,large,"Italian,American","Main,Appetizer",16,16
4980,infrequent,mid,lunch,weekday,large,Healthy_Vegan,"Dessert,Alcohol",3,2
9504,one_timer,mid,flexible,weekend,medium,"Steakhouse,Japanese","Alcohol,Dessert,Food",1,1
1772,occasional,budget,dinner,any,large,American,"Bakery,Main,Dessert",5,4
8651,one_timer,budget,lunch,any,medium,American,"Beverage,Alcohol",1,1
6505,infrequent,budget,lunch,weekday,small,"Healthy_Vegan,American","Main,Alcohol",4,4
5791,infrequent,mid,morning,any,medium,Cafe,"Beverage,Alcohol",2,2
3447,occasional,mid,lunch,any,medium,American,"Side,Beverage,Main",11,8
2056,occasional,premium,morning,weekday,small,Cafe,"Appetizer,Food",11,11
5062,infrequent,budget,dinner,weekend,large,Mexican,"Beverage,Alcohol",2,2
7630,infrequent,budget,dinner,weekday,large,Italian,"Side,Beverage",2,2
8352,one_timer,budget,dinner,weekday,medium,American,"Side,Dessert,Beverage",1,1
6296,infrequent,budget,dinner,weekday,medium,"Italian,American","Bakery,Food",4,4
1616,occasional,budget,dinner,weekend,medium,"Italian,Japanese","Side,Beverage",5,5
5612,infrequent,premium,lunch,any,large,"Healthy_Vegan,American","Alcohol,Main",4,4
3371,occasional,mid,lunch,weekday,medium,Healthy_Vegan,"Side,Bakery",8,8
9881,one_timer,premium,dinner,any,medium,Steakhouse,"Food,Bakery",1,1
3830,occasional,mid,flexible,any,small,Steakhouse,"Food,Side,Main",8,4
6843,infrequent,premium,lunch,any,medium,Healthy_Vegan,"Dessert,Bakery",4,3
4959,infrequent,budget,dinner,weekday,small,Mexican,"Appetizer,Beverage",3,3
7829,infrequent,budget,dinner,any,medium,Japanese,"Main,Beverage,Bakery",2,2
4116,occasional,budget,dinner,any,medium,Japanese,"Bakery,Main",10,8
6968,infrequent,mid,morning,any,medium,Cafe,"Appetizer,Bakery",4,4
915,regular,budget,dinner,any,medium,"Italian,Japanese","Bakery,Dessert",26,25
492,regular,mid,dinner,any,small,Japanese,"Side,Alcohol,Beverage",15,15
5756,infrequent,premium,dinner,weekday,medium,Mexican,"Appetizer,Bakery",4,4
630,regular,mid,flexible,any,small,"American,Japanese","Food,Beverage",17,15
